Планшет Xiaomi Redmi Pad SE (8+128GB) WiFi Global/14.400 сом/"https://www.gadget.kg/upload/catalog/64/item_6378/thumbs/87d5f94636dc4b0f706f756a8251f822.jpg"
Планшет Blackview TAB 5 WiFi(3+64GB) Global/7.300 сом/"https://www.gadget.kg/upload/catalog/64/item_6329/thumbs/5ef9a513ec5252c3efe32592fa8190a4.jpg"
Детский планшет Blackview TAB A7 Kids(3+64GB) Global/8.200 сом/"https://www.gadget.kg/upload/catalog/64/item_6328/thumbs/8fa0e03a73611af0ba03e33b504fa548.jpg"
Детский планшет Blackview TAB 8 Kids(4+128GB) Global/9.600 сом/"https://www.gadget.kg/upload/catalog/64/item_6327/thumbs/8ac239a84db327e2db02fa3fd9eb8a37.jpg"
Планшет Xiaomi Pad 6 (6+128GB) WiFi Global/25.000 сом/"https://www.gadget.kg/upload/catalog/64/item_6325/thumbs/538cf1acb6d4637bff8fcbe15c881116.jpg"
Планшет Blackview TAB 16 (8+256GB) Global/15.400 сом/"https://www.gadget.kg/upload/catalog/63/item_6300/thumbs/c16bcdaa2204442bfbc0e87283dabb15.jpg"
Планшет Blackview TAB 13 (6+128GB) Global/13.600 сом/"https://www.gadget.kg/upload/catalog/63/item_6299/thumbs/e20e33273740aedd7a323dca982148be.jpg"
Планшет Blackview TAB 8 WiFi(4+128GB) Global/8.900 сом/"https://www.gadget.kg/upload/catalog/63/item_6298/thumbs/663f0e21b30ed5ad0a52d624e07056c4.jpg"
Планшет Blackview TAB 7 WiFi(3+64GB) Global/7.700 сом/"https://www.gadget.kg/upload/catalog/63/item_6297/thumbs/0217b93a6d2cf67ba7ce56f820ef5ed4.jpg"
Планшет Xiaomi Pad 6 (8+256GB) WiFi Global/26.900 сом/"https://www.gadget.kg/upload/catalog/63/item_6285/thumbs/7794428f9267f2a62fcfeaf036a8de22.jpg"
Планшет Xiaomi Mi Pad 5 (6+256GB) WiFi CN/24.000 сом/"https://www.gadget.kg/upload/catalog/58/item_5787/thumbs/edf35a607c41e54fd356b18d7005a261.jpg"
Планшет Lenovo Xiaoxin Pad 2022 (6+128GB) WiFi/14.100 сом/"https://www.gadget.kg/upload/catalog/58/item_5774/thumbs/585ba6c3b2bdb3a6fd18c401e22237a8.jpg"
Планшет Lenovo Tab M10 Full-HD (3+32GB) LTE Global/9.500 сом/"https://www.gadget.kg/upload/catalog/57/item_5671/thumbs/7465b453552c34dcc189d4b9c9e8a595.jpg"
Планшет Xiaomi Redmi Pad (6+128GB) WiFi Global/15.900 сом/"https://www.gadget.kg/upload/catalog/57/item_5670/thumbs/e86970ebc761f3c021d8fa9894918142.jpg"
Планшет Lenovo Tab M8 (3+32GB) LTE Global/9.300 сом/"https://www.gadget.kg/upload/catalog/57/item_5616/thumbs/85d68d1e9642d71934ee6a3f00950929.jpg"
Планшет Blackview TAB 12 (4+64GB) Global/11.100 сом/"https://www.gadget.kg/upload/catalog/55/item_5452/thumbs/a874e39ac1588532edd9225b35121cb6.jpg"
Планшет Xiaomi Mi Pad 5 (6+256GB) WiFi Global/28.000 сом/"https://www.gadget.kg/upload/catalog/51/item_5091/thumbs/d174e55fe3613e84422d5ad00275a72c.jpg"
Планшет Xiaomi Mi Pad 5 PRO (6+256GB) WiFi CN/32.000 сом/"https://www.gadget.kg/upload/catalog/51/item_5044/thumbs/9ab680eeb4365a9954f3ba41db3bbb32.jpg"
Планшет Xiaomi Mi Pad 5 (6+128GB) WiFi Global/25.500 сом/"https://www.gadget.kg/upload/catalog/48/item_4762/thumbs/bcd9d4be0ffd3b4c9adf06502854b799.jpg"
Планшет Xiaomi Redmi Pad (6+128GB)CN WiFi/13.200 сомнет в наличии/"https://www.gadget.kg/upload/catalog/64/item_6340/thumbs/ee2473f366702e40d95d46a0a11c2fe9.jpg"
Планшет Samsung Galaxy Tab A8 10.5″ (4+64GB) WIFI/15.800 сомнет в наличии/"https://www.gadget.kg/upload/catalog/63/item_6227/thumbs/39f1c41144e2e6e03d344d87f02faf78.jpg"
Планшет Xiaomi Mi Pad 5 (8+128GB) WiFi/26.300 сомнет в наличии/"https://www.gadget.kg/upload/catalog/59/item_5870/thumbs/e41c550d9fe615343bc72aacae8bed9c.jpg"
Планшет Xiaomi Mi Pad 5 (6+128GB) WiFi CN/22.500 сомнет в наличии/"https://www.gadget.kg/upload/catalog/58/item_5786/thumbs/a37799ea743789addacda8f40a9f6a01.jpg"
Планшет Lenovo Xiaoxin Pad 2022 (4+64GB) WiFi/12.000 сомнет в наличии/"https://www.gadget.kg/upload/catalog/58/item_5773/thumbs/b9f5db77d7b79756fa3c3de46720c8cd.jpg"
Планшет Lenovo Tab M10 HD (4+64GB) LTE Global/12.900 сомнет в наличии/"https://www.gadget.kg/upload/catalog/57/item_5672/thumbs/3e29003998d823567b55cd3b4381c98a.jpg"
Планшет Xiaomi Redmi Pad (4+128GB) WiFi Global/17.800 сомнет в наличии/"https://www.gadget.kg/upload/catalog/57/item_5669/thumbs/14b965d159238d71f073ac4b4a1ded29.jpg"
Ноутбук-планшет Chuwi Freebook 360 (12GB+512GB)/34.300 сомнет в наличии/"https://www.gadget.kg/upload/catalog/57/item_5607/thumbs/2bbd10b755d7359781890306c2f10359.jpg"
